建筑ID,KEY,文本,建筑成本,启用科技,过时科技,国策要求,国教,宗教,帮助,策略
390,TXT_KEY_BUILDING_LOTUS_TEMPLE,莲花寺,1600,旅游业( Tourism ),,,,,"﯆需要至少4个宗教
﯆+1 ﬄ per Non-State ﯉ 在所有城市","<color=204,204,216,255>莲花寺</color>在所有城市为每个非国家宗教提供1种食物。它还增加了城市生成<color=255,255,0,255>伟大先知</color>的机会。"
391,TXT_KEY_BUILDING_GLOBAL_SEED_VAULT,国际种子库,1500,遗传学( Genetics ),,,,,"﯆需要在城市半径范围内的苔原
﯆+1 ﬔ每个农场、稻田、果园和种植园资源","<color=204,204,216,255>全球种子库</color>为每个可用的农场、稻田、果园和种植园资源提供科学依据。它还增加了这个城市产生一个伟大科学家的可能性。"
392,TXT_KEY_BUILDING_GARDENS_BY_THE_BAY,滨海湾花园,2000,生态学( Ecology ),,,,,﯆+2ﬆ 每超出﯄,"海湾</color>的<color=204,204,216,255>花园为其城市的过度健康提供了商业机会。它还增加了这个城市创造出一个伟大的艺术家的可能性。"
393,TXT_KEY_BUILDING_BURJ_KHALIFA,哈利法塔,2500,空气动力学( Aerodynamics ),,,,,"﯆需要城市半径内的沙漠
﯆城市制作的沙漠瓷砖至少产生2个ﬄ和2个ﬆ","<color=204,204,216,255>哈利法塔</color>增加沙漠瓷砖的食品和商业产量。它还增加了生成<color=255,255,0,255>伟大工程师</color>的机会。"
394,TXT_KEY_BUILDING_HUBBLE_SPACE_TELESCOPE,哈勃太空望远镜,3000,人造卫星( Satellites ),,,,,﯆+3 ﬔ卫星,哈勃太空望远镜为你的所有卫星增加了额外的科学知识。它还增加了这个城市产生一个伟大科学家的可能性。
395,TXT_KEY_BUILDING_CHANNEL_TUNNEL,海峡隧道,2000,机器人( Robotics ),,,,,﯆+100%﯌收入与友好关系,"<color=204,204,216,255>通道隧道</color>增加了与友好文明的所有贸易路线的产量。它还增加了生成<color=255,255,0,255>伟大工程师</color>的机会。"
396,TXT_KEY_BUILDING_SKYTREE,天空树,2500,移动通信( Telecommunications ),,,,,,"<color=204,204,216,255>天空树</color>为您所有的<color=102,229,255,255>科学家</color>和食物添加了额外的产品给您所有的<color=102,229,255,255>工程师</color>专家。它还增加了生成<color=255,255,0,255>伟大工程师</color>的机会。"
397,TXT_KEY_BUILDING_ORIENTAL_PEARL_TOWER,东方明珠塔,2500,移动通信( Telecommunications ),,,,,﯆+2 ﬔ每个城市人口,"东方明珠塔[COLRYBUGIONTION ]提供了2人口科学在其城市。它还增加了城市产生<color=255,255,0,255>大商人</color>的几率"
398,TXT_KEY_BUILDING_DELTA_WORKS,三角洲工程,2500,可再生能源( Renewable_energy ),,,,,﯆只需要城市半径内的平地,"<color=204,204,216,255>三角洲工厂</color>为其所在城市生产的所有水砖增加了额外的食物、生产和商业。它还增加了城市产生一个<color=255,255,0,255>大商人</color>的几率。"
399,TXT_KEY_BUILDING_SPACE_ELEVATOR,天梯,3000,超级材料( Supermaterials ),,,,,只能在赤道附近建造,"<color=204,204,216,255>天梯</color>可使所有城市建造太空飞船组件的速度+50%，并提升城市产生<color=255,255,0,255>大科学家</color>的几率。"
400,TXT_KEY_BUILDING_LARGE_HADRON_COLLIDER,大型强子对撞机,3000,超导( Superconductors ),,,,,,"<color=204,204,216,255>大型强子对撞机</color>极大地提高了城市的科学产出。它还增加了这个城市产生一个伟大科学家的机会。"
401,TXT_KEY_BUILDING_ITER,国际热核聚变实验堆,4000,核聚变( Fusion ),,,,,﯆+1ﬆ 所有城市每消耗一次电力,"<color=204,204,216,255>ITER</color>为同一大陆上的所有城市提供清洁电力，并为所有城市的所有消耗电力提供商业。它增加了它的城市产生一个伟大科学家的可能性。"
402,TXT_KEY_BUILDING_GATE_OF_THE_SUN,太阳之门,300,水泥( Cement ),地图学( Cartography ),,,,"﯆伟人诞生只需50%<color=102,229,255,255>伟人点</color>",TXT_KEY_BUILDING_GATE_OF_THE_SUN_STRATEGY
403,TXT_KEY_BUILDING_SERPENT_MOUND,蛇丘(Serpent Mound),300,简单机械( Leverage ),地图学( Cartography ),,,,"﯆公园+1<color=102,229,255,255>商业家</color>槽",TXT_KEY_BUILDING_SERPENT_MOUND_STRATEGY
404,TXT_KEY_BUILDING_PLAGUE,瘟疫,-1,,,,,,,TXT_KEY_BUILDING_PLAGUE_STRATEGY
405,TXT_KEY_BUILDING_PESEDJET_TEMPLE,佩塞德杰神庙,30,神话( Mythology ),,,,,,"<color=204,204,216,255>佩塞德杰神庙</color>是遵循<color=102,229,255,255>佩塞德杰</color>的文明的<color=204,204,216,255>异教徒神庙</color>。"
406,TXT_KEY_BUILDING_BABYLONIAN_ZIGGURAT,巴比伦塔庙,30,神话( Mythology ),,,,,,"<color=204,204,216,255>巴比伦塔庙<color=204,204,216,255>是继<color=102,229,255,255>阿努纳基<color=204,204,216,255>之后起源于美索不达米亚的文明的<color=204,204,216,255>异教徒神庙</color>。"
407,TXT_KEY_BUILDING_ANCESTOR_SHRINE,祖祠,30,神话( Mythology ),,,,,,"<color=204,204,216,255>祖先神龛</color>是<color=204,204,216,255>神道</color>之后的文明异教徒神殿</color>。"
408,TXT_KEY_BUILDING_VEDIC_TEMPLE,吠陀神庙,30,神话( Mythology ),,,,,,"<color=204,204,216,255>吠陀神庙</color>是遵循<color=102,229,255,255>吠陀</color>的文明的<color=204,204,216,255>异教徒神庙</color>。"
409,TXT_KEY_BUILDING_OLYMPIAN_TEMPLE,奥林匹亚神庙,30,神话( Mythology ),,,,,,奥林匹亚圣殿是遵循奥林匹亚主义的文明的异教徒圣殿。
410,TXT_KEY_BUILDING_BAALIST_TEMPLE,巴利斯特神庙,30,神话( Mythology ),,,,,,"<color=204,204,216,255>巴利斯特神庙</color>是遵循<color=102,229,255,255>巴利斯特</color>的文明的<color=204,204,216,255>异教徒神庙</color>。"
411,TXT_KEY_BUILDING_ATUA_SHRINE,阿图亚神社,30,神话( Mythology ),,,,,,"<color=204,204,216,255>阿图亚神殿</color>是<color=204,204,216,255>阿图亚</color>之后的文明的异教徒神庙</color>。"
412,TXT_KEY_BUILDING_MAZDAIST_TEMPLE,玛兹达神庙,30,神话( Mythology ),,,,,,"<color=204,204,216,255>玛兹达神庙COLOR_REVERT]是遵循<color=102,229,255,255>妈祖庙</color>的文明的<color=204,204,216,255>异教徒庙</color>。"
413,TXT_KEY_BUILDING_TEOTL_STEP_PYRAMID,梯阶金字塔,30,神话( Mythology ),,,,,,"<color=204,204,216,255>Teotl Step Pyramid</color>是遵循<color=102,229,255,255>Teotl</color>的文明的<color=204,204,216,255>异教徒神庙</color>。"
414,TXT_KEY_BUILDING_SHINTO_SHRINE,神社,30,神话( Mythology ),,,,,,"<color=204,204,216,255>神道神社</color>是<color=204,204,216,255>神道神社</color>之后的文明的异教徒神殿</color>。"
415,TXT_KEY_BUILDING_ASATRU_HOF,阿萨特鲁霍夫,30,神话( Mythology ),,,,,,"<color=204,204,216,255>Asatru Hof</color>是遵循<color=102,229,255,255>Asatru</color>的文明的<color=204,204,216,255>异教徒神庙</color>。"
416,TXT_KEY_BUILDING_DRUIDIC_NEMETON,德鲁伊的尼梅顿,30,神话( Mythology ),,,,,,德鲁伊德鲁伊尼梅顿（COLOR_REVERT）是继德鲁伊德鲁伊主义（COLOR_HIGHLIGHT_TEXT）之后的文明的异教徒神庙（COLOR_REVERT）。
417,TXT_KEY_BUILDING_PERUN_SHRINE,佩伦神殿,30,神话( Mythology ),,,,,,"佩伦的<color=204,204,216,255>神龛</color>是<color=204,204,216,255>异教徒神庙</color>的文明遵循<color=102,229,255,255>罗德诺弗瑞</color>。"
418,TXT_KEY_BUILDING_YORUBA_TEMPLE,约鲁巴神庙,30,神话( Mythology ),,,,,,"<color=204,204,216,255>约鲁巴神庙</color>是遵循<color=102,229,255,255>约鲁巴</color>的文明的<color=204,204,216,255>异教徒神庙</color>。"
419,TXT_KEY_BUILDING_INTI_TEMPLE,印地安寺,30,神话( Mythology ),,,,,,"<color=204,204,216,255>Inti Temple</color>是遵循<color=102,229,255,255>Inti</color>的文明的<color=204,204,216,255>异教徒神庙</color>。"
420,TXT_KEY_BUILDING_TENGRI_OBO,天顶欧博,30,神话( Mythology ),,,,,,"<color=204,204,216,255>腾格里奥博</color>是继<color=102,229,255,255>腾格里</color>之后的文明的<color=204,204,216,255>异教徒神庙</color>。"
421,TXT_KEY_BUILDING_HUBAL_TEMPLE,胡巴尔庙,30,神话( Mythology ),,,,,,"<color=204,204,216,255>胡巴尔神庙</color>是继<color=102,229,255,255>阿努纳基</color>之后起源于阿拉伯半岛的文明的<color=204,204,216,255>异教徒神庙</color>。"
422,TXT_KEY_BUILDING_ASTAR_TEMPLE,阿斯塔神庙,30,神话( Mythology ),,,,,,"<color=204,204,216,255>阿斯塔神庙</color>是埃塞俄比亚的<color=204,204,216,255>异教徒神庙</color>。"
423,TXT_KEY_BUILDING_MIDEWIWIN_MIDEWIGAAN,密得微图腾,30,神话( Mythology ),,,,,,TXT_KEY_BUILDING_MIDEWIWIN_MIDEWIGAAN_STRATEGY
424,TXT_KEY_BUILDING_ANGAKKUQ_QARGI,因纽特图腾石,30,神话( Mythology ),,,,,,TXT_KEY_BUILDING_ANGAKKUQ_QARGI_STRATEGY
425,TXT_KEY_BUILDING_ROMUVA_SACRED_GROVE,神圣丛林(Sacred Grove),30,神话( Mythology ),,,,,,TXT_KEY_BUILDING_ROMUVA_SACRED_GROVE_STRATEGY
